,names,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
1443,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1445,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1446,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1448,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1449,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1450,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1458,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1460,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1463,"LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1465,"LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1469,"DocumentCharge,EMI,InterestRate,InsuranceRate/1.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1472,"loantype,LoanAmount,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1473,"loantype,LoanAmount,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1474,"loantype,LoanAmount,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
1475,"loantype,LoanAmount,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1476,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1477,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.58,0.42,0.03
1478,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1480,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1481,RentAmount/3.csv,0.0,0.97,0.03,0.0,0.37,0.63,0.03
1482,RentAmount/2.csv,0.0,0.97,0.03,0.0,0.41,0.59,0.03
1484,"LoanAmount,EMI,InterestRate/3.csv",0.0,0.97,0.03,0.0,0.51,0.49,0.03
1486,"LoanAmount,EMI,InterestRate/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1487,"LoanAmount,EMI,InterestRate/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1492,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1493,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1499,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1500,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1503,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.39,0.61,0.03
1506,"loantype,DocumentCharge,InsuranceRate,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1507,"loantype,DocumentCharge,InsuranceRate,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1511,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1512,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1514,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1516,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/4.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1517,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1519,"DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.57,0.43,0.03
1523,"DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.36,0.64,0.03
1527,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1528,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1530,"EMI,InterestRate,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
1535,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1541,"LoanAmount,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1544,"LoanAmount,InterestRate,InsuranceRate,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1545,"LoanAmount,InterestRate,InsuranceRate,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1546,"LoanAmount,InterestRate,InsuranceRate,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1548,loantype/2.csv,0.0,0.97,0.03,0.0,0.45,0.55,0.03
1550,"loantype,InterestRate/3.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1554,"loantype,InterestRate/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1556,"loantype,LoanAmount,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1557,"loantype,LoanAmount,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1559,"loantype,LoanAmount,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1563,"loantype,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1565,"InsuranceAmount,ResidenceType/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1567,"InsuranceAmount,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1569,"loantype,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1570,"loantype,ResidenceType,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1571,"loantype,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1573,"loantype,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1577,"DocumentCharge,InsuranceRate/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1578,"DocumentCharge,InsuranceRate/5.csv",0.0,0.97,0.03,0.0,0.36,0.64,0.03
1580,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1583,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1584,"InsuranceAmount,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1586,"InsuranceAmount,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1592,"DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.36,0.64,0.03
1594,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1596,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1597,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1603,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1604,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1607,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1610,"loantype,DocumentCharge,EMI,InsuranceRate/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1611,"loantype,DocumentCharge,EMI,InsuranceRate/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1613,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1615,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1617,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1621,"InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1622,"InsuranceRate,InsuranceAmount,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1626,"loantype,InterestRate,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1629,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1634,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1635,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1637,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1639,"DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.52,0.48,0.03
1640,"DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1641,"DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1643,"DocumentCharge,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1644,"DocumentCharge,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1645,"DocumentCharge,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1650,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1652,"EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.56,0.44,0.03
1654,"EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1660,"InterestRate,InsuranceRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1665,"loantype,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1668,"loantype,EMI,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1670,"loantype,EMI,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1675,"EMI,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1681,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1682,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1684,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1690,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.52,0.48,0.03
1691,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount/5.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1693,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1694,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1696,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.58,0.42,0.03
1697,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1699,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1701,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1705,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1706,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1716,"loantype,EMI,InsuranceAmount,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1721,"loantype,LoanAmount,InterestRate,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.49,0.51,0.03
1723,"loantype,LoanAmount,InterestRate,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1725,"loantype,LoanAmount,InterestRate,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1729,"loantype,DocumentCharge,EMI,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1731,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1733,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1734,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1735,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1739,"EMI,InsuranceRate,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1741,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1742,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1745,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1752,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1753,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1754,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1755,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1756,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1758,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1761,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1763,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1769,"loantype,LoanAmount,InterestRate,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.53,0.47,0.03
1770,"loantype,LoanAmount,InterestRate,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1772,"loantype,InsuranceAmount,ResidenceType,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1773,"loantype,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1774,"loantype,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
1776,"DocumentCharge,ResidenceType,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1777,"DocumentCharge,ResidenceType,RentAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1778,"DocumentCharge,ResidenceType,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1784,"InterestRate,InsuranceRate,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1790,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,RentAmount/3.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1793,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1803,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1807,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1812,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1813,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1814,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1818,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1819,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.37,0.63,0.03
1827,"loantype,LoanAmount,DocumentCharge,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1828,"loantype,LoanAmount,DocumentCharge,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1831,"loantype,LoanAmount,DocumentCharge,InterestRate,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.49,0.51,0.03
1832,"loantype,LoanAmount,DocumentCharge,InterestRate,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1833,"loantype,LoanAmount,DocumentCharge,InterestRate,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1834,"loantype,LoanAmount,DocumentCharge,InterestRate,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1838,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1840,"LoanAmount,EMI,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
1841,"LoanAmount,EMI,RentAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.59,0.41,0.03
1842,"LoanAmount,EMI,RentAmount,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1846,"LoanAmount,EMI,ResidenceType/2.csv",0.0,0.97,0.03,0.0,0.58,0.42,0.03
1847,"LoanAmount,EMI,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1849,"LoanAmount,EMI,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1852,"LoanAmount,InterestRate,InsuranceRate,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.59,0.41,0.03
1854,"LoanAmount,InterestRate,InsuranceRate,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1856,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1859,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.58,0.42,0.03
1862,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1863,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1864,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1865,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1869,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1870,"loantype,EMI,InterestRate,InsuranceAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1874,"loantype,EMI,InterestRate,InsuranceAmount/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1879,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1883,"InterestRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.48,0.52,0.03
1884,"InterestRate,InsuranceAmount/5.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1885,"LoanAmount,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1886,"LoanAmount,ResidenceType,NoOfDependents/2.csv",0.0,0.97,0.03,0.0,0.58,0.42,0.03
1890,"LoanAmount,InterestRate,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.51,0.49,0.03
1892,"LoanAmount,InterestRate,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.42,0.58,0.03
1893,"LoanAmount,InterestRate,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1894,"LoanAmount,InterestRate,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.4,0.6,0.03
1895,"loantype,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1900,"EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.54,0.46,0.03
1904,"EMI,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1908,"LoanAmount,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.46,0.54,0.03
1910,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1912,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/4.csv",0.0,0.97,0.03,0.0,0.44,0.56,0.03
1913,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1915,"loantype,LoanAmount,DocumentCharge,ResidenceType,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1917,"loantype,LoanAmount,DocumentCharge,ResidenceType,NoOfDependents/4.csv",0.0,0.97,0.03,0.0,0.41,0.59,0.03
1918,"loantype,LoanAmount,DocumentCharge,ResidenceType,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.5,0.5,0.03
1919,"loantype,LoanAmount,DocumentCharge,ResidenceType,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.47,0.53,0.03
1925,"loantype,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/3.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1928,"loantype,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/1.csv",0.0,0.97,0.03,0.0,0.45,0.55,0.03
1929,"loantype,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/5.csv",0.0,0.97,0.03,0.0,0.55,0.45,0.03
1931,"DocumentCharge,EMI,InterestRate,RentAmount/2.csv",0.0,0.97,0.03,0.0,0.51,0.49,0.03
1932,"DocumentCharge,EMI,InterestRate,RentAmount/4.csv",0.0,0.97,0.03,0.0,0.43,0.57,0.03
1933,"DocumentCharge,EMI,InterestRate,RentAmount/1.csv",0.0,0.97,0.03,0.0,0.58,0.42,0.03
