Name,Designation,DOB,URL,Constituency,Remarks
Ali Nawaz Khan Mahar,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/654,PS-21 Ghotki-IV,"{'Academic Qualifications': 'MA : IR - Shah Abdul Latif University Khairpur BA : Shah Abdul Latif University Khairpur', 'Profession(s)': 'Landlord', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Ali Anwar Khan Mahar', 'Permanent Contact': 'Village Khangarh, PO Khanpur Mahar, District Ghotki\n0723-653555', 'Present Contact': 'House No. 85/II, Street No.29, Khayaban-e-Seher, Phase VI, DHA, Karachi\n0300-8982000, 0336-3535353', 'Religion': 'Islam'}"
Ali Mardan Shah,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/669,PS-52 Umerkot-II,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Syed Haji Mian Shah', 'Religion': 'Islam'}"
Ali Khurshidi,Member of Sindh Assembly (Provincial),10/5/1986,http://www.pas.gov.pk/index.php/members/profile/en/32/604,PS-119 Karachi West-VIII,"{'Party Affiliation': 'Mutahida Quami Movement Pakistan', 'Email': 'ali_khurshidi@hotmail.com', ""Father's/Husband's Name"": 'Ahmed Qutubuddin Khurshidi', 'Marital Status': 'Married', 'Place of Birth': 'Karachi', 'Religion': 'Islam'}"
Ali Hassan,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/686,PS-78 Thatta-II,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Meer Khan', 'Religion': 'Islam'}"
Ali Gohar Khan Mahar,Member of Sindh Assembly (Provincial),1/9/1968,http://www.pas.gov.pk/index.php/members/profile/en/32/595,PS-20 Ghotki-III,"{'Academic Qualifications': 'Intermediate : Government Degree College Ghotki', 'Profession(s)': 'Landlord', 'Party Affiliation': 'Grand Democratic Alliance', 'Email': 'sagkmahar@gmail.com', ""Father's/Husband's Name"": 'Ali Anwar Khan Mahar', 'Marital Status': 'Married', 'Children': 'Two', 'Place of Birth': 'Khan Garh', 'Permanent Contact': 'Village Khangarh, P.O Khanpur Mahar, District Ghotki\n0723-653444, 0321-7555555', 'Present Contact': 'Gohar House, C-48, Street No.5, East Phase I, DHA, Karachi\n0321-7555555', 'Religion': 'Islam'}"
Ali Ghulam,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/634,PS-41 Sanghar-I,"{'Academic Qualifications': 'Graduate', 'Party Affiliation': 'Grand Democratic Alliance', ""Father's/Husband's Name"": 'Dilbar Khan', 'Marital Status': 'Married', 'Permanent Contact': 'Nizamani House, Mohalla Nizamani, Block-10 Sanghar\n0345-3533999', 'Religion': 'Islam'}"
Aijaz Hussain Shah,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/678,PS-68 Tando Muhammad Khan-I,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Syed Abdul Majeed Shah', 'Religion': 'Islam'}"
Ahmed Raza Shah Jeelani,Member of Sindh Assembly (Provincial),1/1/1976,http://www.pas.gov.pk/index.php/members/profile/en/32/753,PS-30 Khairpur-V,"{'Academic Qualifications': 'MA : S.A.L.U Khairpur BA : S.A.L.U Khairpur', 'Profession(s)': 'Landlord', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'ahmedrazashh@gmail.com', ""Father's/Husband's Name"": 'Pir Syed Abdul Qadir Shah Jeelani', 'Marital Status': 'Married', 'Children': 'Eight', 'Place of Birth': 'Ranipur', 'Permanent Contact': 'Muhalla Ahmedpur, City Ranipur, Tehsil Sobhodero, District Khairpur Mirs', 'Present Contact': 'Safari Sunley Cottage, H.No.A-18, Karachi\n(M)0333-7577784 (R)03212091844', 'Religion': 'Islam'}"
Adeel Shahzad,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/745,PS-118 Karachi West-VII,"{'Party Affiliation': 'Mutahida Quami Movement Pakistan', ""Father's/Husband's Name"": 'Imdad Hussain', 'Religion': 'Islam'}"
Adeel Ahmed,Member of Sindh Assembly (Provincial),5/8/1988,http://www.pas.gov.pk/index.php/members/profile/en/32/597,PS-98 Korangi Karachi-VII,"{'Academic Qualifications': 'BE : BE-Metallurgy From NED University.', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', ""Father's/Husband's Name"": 'Said Zareen', 'Marital Status': 'Unmarried', 'Place of Birth': 'Karachi', 'Permanent Contact': 'H.No. 4/45 Shah\xa0 Faisal Colony No.4 Karachi.\n\nMobile(0342-2020008) Whatsaap(0312-2020008)', 'Religion': 'Islam'}"
Adeeba Hassan,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/710,RSW-152,"{'Academic Qualifications': 'BA', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', ""Father's/Husband's Name"": 'Muhammad Arif Hassan', 'Marital Status': 'Married', 'Children': 'One', 'Religion': 'Islam'}"
Abdul Razzaque,Member of Sindh Assembly (Provincial),28-01-75,http://www.pas.gov.pk/index.php/members/profile/en/32/738,PS-54 Tharparkar-I,"{'Academic Qualifications': 'Graduate : Sindh University', 'Party Affiliation': 'Grand Democratic Alliance', 'Email': 'razaq.rahimoon@gmail.com', ""Father's/Husband's Name"": 'Abdullah', 'Marital Status': 'Married', 'Children': 'Five', 'Place of Birth': 'Chachro Tharparkar', 'Permanent Contact': 'R/O Chachro Town, District Tharparkar', 'Present Contact': 'Flat No.203, Prime Beach View Apartment Clifton, Block-4, Karachi\n0333-2212011', 'Religion': 'Islam'}"
Abdul Razak Raja,Member of Sindh Assembly (Provincial),17-10-62,http://www.pas.gov.pk/index.php/members/profile/en/32/693,PS-90 Malir-IV,"{'Academic Qualifications': 'BA : Karachi University', 'Profession(s)': 'Businessperson', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'rajarazzakpppp@gmail.com', ""Father's/Husband's Name"": 'Ghulam Hyder', 'Marital Status': 'Married', 'Children': 'Six', 'Place of Birth': 'Karachi', 'Permanent Contact': 'Haider Manzil House No.001, Old Thana Village Malir Karachi\n03333003090', 'Religion': 'Islam'}"
Abdul Rauf Khoso,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/645,PS-4 Kashmore-I,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Hafiz Shafi Muhammad', 'Religion': 'Islam'}"
Abdul Rasheed,Member of Sindh Assembly (Provincial),24-03-78,http://www.pas.gov.pk/index.php/members/profile/en/32/610,PS-108 Karachi South-II,"{'Academic Qualifications': 'MA : Karachi University.', 'Party Affiliation': 'Mutahida Majlis-a- Amal Pakistan', ""Father's/Husband's Name"": 'Syed Muhammad Shoaib', 'Marital Status': 'Married', 'Children': '03', 'Place of Birth': 'Karachi', 'Permanent Contact': '91/5 -B St# 07 Bihar Colony Lyari. Karachi South,Sindh.Mobile(0323-2200642. WhatsApp(0323-2200642', 'Religion': 'Islam'}"
Abdul Karim Soomro,Member of Sindh Assembly (Provincial),3/11/1962,http://www.pas.gov.pk/index.php/members/profile/en/32/627,PS-69 Tando Muhammad Khan-II,"{'Academic Qualifications': 'BA', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Abdul Khaliq Soomro', 'Marital Status': 'Married', 'Children': '03', 'Place of Birth': 'T.M Khan', 'Permanent Contact': 'Village Jehan Soomro, T.M. Khan', 'Present Contact': 'H.No.34, Street 10, Area 36-B, Landhi near Rehmaniya Masjid\n0300-3008405, 03453682277', 'Religion': 'Islam'}"
Abdul Jabbar,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/677,PS-64 Hyderabad-III,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Baboo Khan', 'Religion': 'Islam'}"
Abdul Bari Pitafi,Member of Sindh Assembly (Provincial),1/10/1972,http://www.pas.gov.pk/index.php/members/profile/en/32/653,PS-19 Ghotki-II,"{'Current Posts': 'Minister: Livestock,\xa0Fisheries,\xa0Cooperation', 'Academic Qualifications': 'MA : Shah Abdul Latif University Khairpur L.L.B. : Shah Abdul Latif University Khairpur', 'Profession(s)': 'Landlord', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'bari_pitafi@hotmail.com', ""Father's/Husband's Name"": 'Sardar Ahmed Ali Khan Pitafi', 'Marital Status': 'Married', 'Children': 'One', 'Place of Birth': 'Ghotki', 'Permanent Contact': 'Village Sardar Ahmed Khan Pitafi PO Dad Laghari, Taluka Daharki, District Ghotki Sindh', 'Present Contact': 'Creek Vista Flate, Phase VIII, DHA, Karachi\n0300-8217787', 'Religion': 'Islam'}"
Hidayat ur Rahman,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),4/11/1976,https://www.pakp.gov.pk/member/pk-01-2018/,PK-1 Chitral,"{'Fathers Name:': 'Shah Alam', 'Place of Birth:': 'Chitral', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Mutahida Majlis-e-Amal Pakistan', 'Permanent Contact:': 'Mohallah Gajan Deh Danen Chitral.\r\nCell: 0340-9853960 / 03026060212', 'Current Posts': '', 'Academic Qualifications': 'Shahadatul Aalamia'}"
Ranjeet Singh,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/zr-03-2018/,MR-3,"{'Fathers Name:': 'Madan Laal', 'Place of Birth:': 'Kohat', 'Martial Status:': 'Married', 'Religion:': 'Sikhism', 'Party Affiliation:': 'Mutahida Majlis-e-Amal Pakistan', 'Permanent Contact:': 'Cell: 03359111267', 'Current Posts': '', 'Academic Qualifications': 'Matric'}"
Wazir Zada,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),1/1/1984,https://www.pakp.gov.pk/member/zr-02-2018/,MR-2,"{'Fathers Name:': 'Bashgali Khan', 'Place of Birth:': 'Chitral', 'Martial Status:': 'Married', 'Religion:': 'none', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'wzada@yahoo.com', 'Permanent Contact:': 'Cell : 0346-8294558\r\nFor Official Notifications: 03469174347', 'Current Posts': '', 'Academic Qualifications': 'MA'}"
Ravi Kumar,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/zr-01-2018/,MR-1,"{'Religion:': 'none', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Current Posts': '', 'Academic Qualifications': 'NA'}"
Nighat Yasmin Orakzai,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/wr-22-2018/,WR-22,"{'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Peoples Party Parliamentarians', 'Current Posts': '', 'Academic Qualifications': 'Political Party\n\t\t\t\t\t\t\t\t\tPakistan Peoples Party Parliamentarians'}"
Sobia Shahid,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),3/3/1975,https://www.pakp.gov.pk/member/wr-21-2018/,WR-21,"{'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Muslim League(N)', 'Email:': 'khansobia252@gmail.com', 'Current Posts': '', 'Academic Qualifications': 'B.ED'}"
Shahida,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),11/7/1957,https://www.pakp.gov.pk/member/wr-20-2018/,WR-20,"{'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Awami National Party', 'Permanent Contact:': 'Cell: 0302-5795123', 'Current Posts': '', 'Academic Qualifications': 'Matric'}"
Shagufta malik,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),1/8/1976,https://www.pakp.gov.pk/member/wr-19-2018/,WR-19,"{'Fathers Name:': 'Farukh Sair', 'Place of Birth:': 'Peshawar', 'Religion:': 'Islam', 'Party Affiliation:': 'Awami National Party', 'Email:': 'shaguftamalik76@yahoo.com', 'Permanent Contact:': 'Cell: 0344-9665407', 'Current Posts': '', 'Academic Qualifications': 'MA'}"
Humaira Khatoon,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),19-04-69,https://www.pakp.gov.pk/member/wr-18-2018/,WR-18,"{'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Mutahida Majlis-e-Amal Pakistan', 'Permanent Contact:': 'Cell: 0301-5936232', 'Current Posts': '', 'Academic Qualifications': 'Middle'}"
Rehana Ismail,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/wr-17-2018/,WR-17,"{'Religion:': 'Islam', 'Party Affiliation:': 'Mutahida Majlis-e-Amal Pakistan', 'Current Posts': '', 'Academic Qualifications': 'NA'}"
Madiha Nisar,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),7/11/1988,https://www.pakp.gov.pk/member/wr-16-2018/,WR-16,"{'Place of Birth:': 'Peshawar', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'madiha.kinan@gmail.com', 'Permanent Contact:': 'House#496, Street 15, Sector F6, Phase 6, Hayatabad, Peshawar', 'Current Posts': '', 'Academic Qualifications': 'M-Phil'}"
Sumaia Bibi,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),20-08-89,https://www.pakp.gov.pk/member/wr-15-2018/,WR-15,"{'Place of Birth:': 'Bannu', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Permanent Contact:': 'Markaze-e-Islami GhauriWala DI Khan Road,  Bannu', 'Current Posts': '', 'Academic Qualifications': 'BA'}"
Maria Fatima,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),22-03-73,https://www.pakp.gov.pk/member/wr-14-2018/,WR-14,"{'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'mf940201@gmail.com', 'Current Posts': '', 'Academic Qualifications': 'BA'}"
Asia Saleh Khattak,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),14-12-78,https://www.pakp.gov.pk/member/wr-13-2018/,WR-13,"{'Fathers Name:': 'Saleh Khan Khattak', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'asia.rahbar@gmail.com', 'Current Posts': '', 'Academic Qualifications': 'L.L.B.'}"
Zeenat Bibi,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/wr-12-2018/,WR-12,"{'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Permanent Contact:': 'Cell: 03101998342', 'Current Posts': '', 'Academic Qualifications': 'L.L.B.'}"
Sitara Afreen,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),4/12/1952,https://www.pakp.gov.pk/member/wr-11-2018/,WR-11,"{'Place of Birth:': 'D.I Khan', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Permanent Contact:': 'Cell : 0331-7389367', 'Current Posts': '', 'Academic Qualifications': 'BA'}"
Aisha Banno,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),24-01-77,https://www.pakp.gov.pk/member/wr-10-2018/,WR-10,"{'Place of Birth:': 'Peshawar', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'kalibaz@hotmail.com', 'Current Posts': '', 'Academic Qualifications': 'L.L.B.'}"
Somi Falak Naz,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),22-04-86,https://www.pakp.gov.pk/member/wr-09-2018/,WR-9,"{'Place of Birth:': 'Kandi Nasir', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Current Posts': '', 'Academic Qualifications': 'F.A'}"
Sajida,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),14-09-54,https://www.pakp.gov.pk/member/wr-08-2018/,WR-8,"{'Fathers Name:': 'Hanif', 'Place of Birth:': 'mardan', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'sajeda.hussein1@gmail.com', 'Permanent Contact:': 'Hussain Ahmad F-108 street 04 sheikh maltoon Mardan', 'Current Posts': '', 'Academic Qualifications': 'B.ED'}"
Asiya Asad,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),4/4/1970,https://www.pakp.gov.pk/member/wr-07-2018/,WR-7,"{'Place of Birth:': 'DI-Khan', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Current Posts': '', 'Academic Qualifications': 'MBBS'}"
Rabia Basri,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),12/1/1961,https://www.pakp.gov.pk/member/wr-06-2018/,WR-6,"{'Place of Birth:': 'Kohat', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'rabiamughul.basri@gmail.com', 'Current Posts': '', 'Academic Qualifications': 'Matric'}"
Sumaira Shams,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),19-08-91,https://www.pakp.gov.pk/member/wr-05-2018/,WR-5,"{'Fathers Name:': 'Shams ul Qamar Khan', 'Place of Birth:': 'Lower Dir', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'sumerashams3@gmail.com', 'Current Posts': '', 'Academic Qualifications': 'MBBS'}"
Momina Basit,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/wr-04-2018/,WR-4,"{'Fathers Name:': 'Ghulam basit', 'Religion:': 'none', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Current Posts': '', 'Academic Qualifications': 'NA'}"
Aisha Naeem,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),,https://www.pakp.gov.pk/member/wr-03-2018/,WR-3,"{'Fathers Name:': 'Muhammad Naeem Khan', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Current Posts': '', 'Academic Qualifications': 'Political Party\n\t\t\t\t\t\t\t\t\tPakistan Tehrek Insaf'}"
Maliha Ali Asghar Khan,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),10/7/1972,https://www.pakp.gov.pk/member/wr-02-2018/,WR-2,"{'Place of Birth:': 'Mangla', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'malihatanvir10@gmail.com', 'Current Posts': '', 'Academic Qualifications': 'BA'}"
Nadia Sher,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),25-07-86,https://www.pakp.gov.pk/member/wr-01-2018/,WR-1,"{'Place of Birth:': 'Swat', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'nadia.skhan86@gmail.com', 'Permanent Contact:': 'Cell:0332-5009017', 'Current Posts': '', 'Academic Qualifications': 'Political Party\n\t\t\t\t\t\t\t\t\tPakistan Tehrek Insaf'}"
Aghaz IkramUllah Gandapur,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),14-11-92,https://www.pakp.gov.pk/member/pk-99-2018/,PK-99 Dera Ismail Khan-V,"{'Fathers Name:': 'IkramUllah Khan', 'Place of Birth:': 'Kulachi', 'Martial Status:': 'Un-Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'AghazGandapur@gmail.com', 'Present Contact:': 'Phase-6,Sector #7, Street 15, House#360, Hayatabad Peshawar', 'Current Posts': '', 'Academic Qualifications': 'B.Sc'}"
Lutf ur Rahman,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),1/3/1968,https://www.pakp.gov.pk/member/pk-98-2018/,PK-98 Dera Ismail Khan-IV,"{'Fathers Name:': 'Maulana Mufti Mehmood', 'Place of Birth:': 'DI Khan', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Mutahida Majlis-e-Amal Pakistan', 'Permanent Contact:': 'Mohalla Shehbaz Khel, P.O. Abdul Khel, Tehsil Pahar Pur Distt: D.I.K.\r\n Off: 0300-5792037 Res: 0966-740555 Cell: 0300-8588558', 'Current Posts': '', 'Academic Qualifications': 'MA'}"
Faisal Amin Khan,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),20-12-75,https://www.pakp.gov.pk/member/pk-97-2018/,PK-97 Dera Ismail Khan-III,"{'Fathers Name:': 'Amin Ullah Khan', 'Place of Birth:': 'Dera Ismail Khan', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Tehreek Insaf', 'Email:': 'khanfaisalamin@gmail.com', 'Permanent Contact:': 'AL-Amin, College Road, Dera Ismail Khan, Phone: 0334-5152307', 'Current Posts': '', 'Academic Qualifications': 'BA'}"
Ahmad Kundi,Member of Khyber Pakhtunkhwa Assembly (Pronvicial),1/4/1978,https://www.pakp.gov.pk/member/pk-96-2018/,PK-96 Dera Ismail Khan-II,"{'Fathers Name:': 'Fazl Karim Kundi', 'Place of Birth:': 'D.I Khan', 'Martial Status:': 'Married', 'Religion:': 'Islam', 'Party Affiliation:': 'Pakistan Peoples Party Parliamentarians', 'Permanent Contact:': 'Cell: 0300-5790369, 0341-5427629', 'Current Posts': '', 'Academic Qualifications': 'Country\n\t\t\t\t\t\t\t\t\tDubai:'}"
