,names,size,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
2538,"DocumentCharge,EMI,InterestRate,ResidenceType/3.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2541,"DocumentCharge,EMI,InterestRate,ResidenceType/1.csv",9151,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2550,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2551,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2553,"LoanAmount,DocumentCharge,ResidenceType/3.csv",9402,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2554,"LoanAmount,DocumentCharge,ResidenceType/2.csv",6311,0.0,0.97,0.03,0.0,0.58,0.42,0.03
2555,"LoanAmount,DocumentCharge,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2556,"LoanAmount,DocumentCharge,ResidenceType/1.csv",19023,0.0,0.97,0.03,0.0,0.52,0.48,0.03
2557,"LoanAmount,DocumentCharge,ResidenceType/5.csv",2825,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2562,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,NoOfDependents/5.csv",2088,0.0,0.97,0.03,0.0,0.37,0.63,0.03
2570,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2571,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2575,"LoanAmount,DocumentCharge,EMI,InsuranceAmount/4.csv",2140,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2578,"loantype,NoOfDependents/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2580,"loantype,NoOfDependents/4.csv",7129,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2582,"LoanAmount,InterestRate,InsuranceAmount,NoOfDependents/3.csv",7081,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2586,"LoanAmount,InterestRate,InsuranceAmount,NoOfDependents/5.csv",5665,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2591,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2593,"DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/2.csv",9088,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2595,"DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/1.csv",21361,0.0,0.97,0.03,0.0,0.52,0.48,0.03
2600,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2603,"InterestRate,ResidenceType,RentAmount/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2604,"InterestRate,ResidenceType,RentAmount/1.csv",14979,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2608,"LoanAmount,EMI,InsuranceAmount,ResidenceType/1.csv",19238,0.0,0.97,0.03,0.0,0.52,0.48,0.03
2611,"EMI,InterestRate,InsuranceRate,NoOfDependents/2.csv",12405,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2612,"EMI,InterestRate,InsuranceRate,NoOfDependents/4.csv",6854,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2618,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2619,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2622,"loantype,RentAmount/4.csv",223,0.0,0.97,0.03,0.0,0.36,0.64,0.03
2626,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2627,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2628,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2629,"DocumentCharge,NoOfDependents/3.csv",6510,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2632,"DocumentCharge,NoOfDependents/1.csv",19569,0.0,0.97,0.03,0.0,0.53,0.47,0.03
2633,"DocumentCharge,NoOfDependents/5.csv",2217,0.0,0.97,0.03,0.0,0.33,0.67,0.03
2637,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,RentAmount/1.csv",9717,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2638,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,RentAmount/5.csv",5780,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2639,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2642,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate/1.csv",7219,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2648,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2649,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",7526,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2650,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2651,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2653,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",2850,0.0,0.97,0.03,0.0,0.37,0.63,0.03
2660,"loantype,LoanAmount,InterestRate,ResidenceType/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2662,"loantype,LoanAmount,InterestRate,ResidenceType/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
2663,"loantype,LoanAmount,InterestRate,ResidenceType/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2667,"DocumentCharge,InterestRate,InsuranceRate,RentAmount/1.csv",12150,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2668,"DocumentCharge,InterestRate,InsuranceRate,RentAmount/5.csv",3347,0.0,0.97,0.03,0.0,0.37,0.63,0.03
2670,"loantype,LoanAmount,DocumentCharge,RentAmount/2.csv",3096,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2671,"loantype,LoanAmount,DocumentCharge,RentAmount/4.csv",6698,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2672,"loantype,LoanAmount,DocumentCharge,RentAmount/1.csv",23401,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2673,"loantype,LoanAmount,DocumentCharge,RentAmount/5.csv",2065,0.0,0.97,0.03,0.0,0.4,0.6,0.03
2674,"loantype,LoanAmount,ResidenceType/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2675,"loantype,LoanAmount,ResidenceType/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2676,"loantype,LoanAmount,ResidenceType/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2677,"loantype,LoanAmount,ResidenceType/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
2678,"loantype,LoanAmount,ResidenceType/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2684,"loantype,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/2.csv",4584,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2687,"loantype,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/5.csv",577,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2692,"EMI,InsuranceRate,ResidenceType,RentAmount/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2696,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",9396,0.0,0.97,0.03,0.0,0.57,0.43,0.03
2700,"loantype,LoanAmount,DocumentCharge,InsuranceRate/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2701,"loantype,LoanAmount,DocumentCharge,InsuranceRate/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2708,"LoanAmount,DocumentCharge,InterestRate,ResidenceType/3.csv",9910,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2709,"LoanAmount,DocumentCharge,InterestRate,ResidenceType/2.csv",3278,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2710,"LoanAmount,DocumentCharge,InterestRate,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2711,"LoanAmount,DocumentCharge,InterestRate,ResidenceType/1.csv",18515,0.0,0.97,0.03,0.0,0.52,0.48,0.03
2712,"LoanAmount,DocumentCharge,InterestRate,ResidenceType/5.csv",5858,0.0,0.97,0.03,0.0,0.58,0.42,0.03
2717,"loantype,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2723,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType/3.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2724,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2725,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2727,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2729,"LoanAmount,DocumentCharge,EMI,InterestRate,RentAmount,NoOfDependents/2.csv",5254,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2731,"LoanAmount,DocumentCharge,EMI,InterestRate,RentAmount,NoOfDependents/1.csv",21127,0.0,0.97,0.03,0.0,0.53,0.47,0.03
2733,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2735,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2736,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2742,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount/5.csv",591,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2743,"loantype,DocumentCharge,InsuranceRate,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2745,"loantype,DocumentCharge,InsuranceRate,NoOfDependents/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2746,"loantype,DocumentCharge,InsuranceRate,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2747,"loantype,DocumentCharge,InsuranceRate,NoOfDependents/5.csv",14681,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2748,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2750,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2753,"loantype,DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2756,"loantype,DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2757,"loantype,DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2760,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2761,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2767,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2768,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2771,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2777,"loantype,EMI,ResidenceType,RentAmount/5.csv",591,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2780,"DocumentCharge,InsuranceAmount,ResidenceType/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2783,"InterestRate,InsuranceRate/2.csv",7529,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2785,"InterestRate,InsuranceRate/1.csv",15497,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2789,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2792,"loantype,LoanAmount,InsuranceRate,ResidenceType,RentAmount/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2795,"loantype,LoanAmount,InsuranceRate,ResidenceType,RentAmount/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2796,"loantype,LoanAmount,InsuranceRate,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2802,"LoanAmount,InsuranceAmount,ResidenceType,RentAmount/3.csv",9318,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2803,"LoanAmount,InsuranceAmount,ResidenceType,RentAmount/2.csv",6729,0.0,0.97,0.03,0.0,0.57,0.43,0.03
2804,"LoanAmount,InsuranceAmount,ResidenceType,RentAmount/4.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2805,"LoanAmount,InsuranceAmount,ResidenceType,RentAmount/1.csv",19107,0.0,0.97,0.03,0.0,0.52,0.48,0.03
2807,"loantype,EMI,InterestRate,InsuranceRate/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2809,"loantype,EMI,InterestRate,InsuranceRate/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2810,"loantype,EMI,InterestRate,InsuranceRate/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2812,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount/3.csv",5024,0.0,0.97,0.03,0.0,0.5,0.5,0.03
2813,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount/2.csv",3093,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2816,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount/5.csv",2068,0.0,0.97,0.03,0.0,0.4,0.6,0.03
2820,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",12110,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2822,"loantype,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2826,"loantype,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2828,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2831,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2832,"LoanAmount,InterestRate,InsuranceRate,RentAmount/3.csv",2606,0.0,0.97,0.03,0.0,0.65,0.35,0.03
2834,"LoanAmount,InterestRate,InsuranceRate,RentAmount/4.csv",5818,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2836,"LoanAmount,InterestRate,InsuranceRate,RentAmount/5.csv",8284,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2840,"loantype,LoanAmount,InterestRate,NoOfDependents/1.csv",20237,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2841,"loantype,LoanAmount,InterestRate,NoOfDependents/5.csv",2025,0.0,0.97,0.03,0.0,0.4,0.6,0.03
2845,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",10585,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2846,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",4912,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2850,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",9847,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2856,"DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",2960,0.0,0.97,0.03,0.0,0.36,0.64,0.03
2860,"DocumentCharge,InsuranceRate,RentAmount/1.csv",12537,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2861,"DocumentCharge,InsuranceRate,RentAmount/5.csv",2960,0.0,0.97,0.03,0.0,0.36,0.64,0.03
2862,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,RentAmount/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2865,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,RentAmount/1.csv",7341,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2867,"loantype,DocumentCharge,RentAmount/3.csv",6307,0.0,0.97,0.03,0.0,0.44,0.56,0.03
2868,"loantype,DocumentCharge,RentAmount/2.csv",4280,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2871,"loantype,DocumentCharge,RentAmount/5.csv",1355,0.0,0.97,0.03,0.0,0.33,0.67,0.03
2872,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",7947,0.0,0.97,0.03,0.0,0.56,0.44,0.03
2874,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2875,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2876,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2878,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",3093,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2879,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",7187,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2881,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",2068,0.0,0.97,0.03,0.0,0.4,0.6,0.03
2886,"loantype,EMI,ResidenceType,RentAmount,NoOfDependents/5.csv",591,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2887,"EMI,RentAmount,NoOfDependents/3.csv",7988,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2888,"EMI,RentAmount,NoOfDependents/2.csv",6465,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2896,"loantype,EMI,InsuranceRate,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2898,"LoanAmount,EMI,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",8796,0.0,0.97,0.03,0.0,0.5,0.5,0.03
2903,"loantype,ResidenceType,RentAmount/2.csv",4570,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2904,"loantype,ResidenceType,RentAmount/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2907,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",7947,0.0,0.97,0.03,0.0,0.56,0.44,0.03
2910,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",14045,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2911,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",1452,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2914,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",1700,0.0,0.97,0.03,0.0,0.42,0.58,0.03
2916,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",1189,0.0,0.97,0.03,0.0,0.46,0.54,0.03
2917,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2921,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2925,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",9714,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2927,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2928,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",13704,0.0,0.97,0.03,0.0,0.53,0.47,0.03
2931,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2932,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2940,"loantype,InsuranceRate,InsuranceAmount,RentAmount/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2942,"DocumentCharge,RentAmount/3.csv",6510,0.0,0.97,0.03,0.0,0.43,0.57,0.03
2943,"DocumentCharge,RentAmount/2.csv",7409,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2945,"DocumentCharge,RentAmount/1.csv",19570,0.0,0.97,0.03,0.0,0.53,0.47,0.03
2946,"DocumentCharge,RentAmount/5.csv",2217,0.0,0.97,0.03,0.0,0.33,0.67,0.03
2948,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/2.csv",9136,0.0,0.97,0.03,0.0,0.54,0.46,0.03
2949,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/4.csv",3252,0.0,0.97,0.03,0.0,0.5,0.5,0.03
2951,"DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/5.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2956,"EMI,InterestRate,RentAmount/5.csv",6919,0.0,0.97,0.03,0.0,0.4,0.6,0.03
2957,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2959,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",8561,0.0,0.97,0.03,0.0,0.55,0.45,0.03
2960,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",10407,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2961,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2964,"EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",5753,0.0,0.97,0.03,0.0,0.49,0.51,0.03
2966,"EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",1963,0.0,0.97,0.03,0.0,0.41,0.59,0.03
2967,"EMI,RentAmount/3.csv",6358,0.0,0.97,0.03,0.0,0.48,0.52,0.03
2969,"EMI,RentAmount/4.csv",7991,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2972,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/3.csv",10419,0.0,0.97,0.03,0.0,0.52,0.48,0.03
2973,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/2.csv",4576,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2975,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/1.csv",20586,0.0,0.97,0.03,0.0,0.5,0.5,0.03
2976,"loantype,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType/5.csv",585,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2977,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2981,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2982,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2986,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.0,0.97,0.03,0.0,0.47,0.53,0.03
2987,"loantype,LoanAmount,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",5161,0.0,0.97,0.03,0.0,0.45,0.55,0.03
2988,"loantype,LoanAmount,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",13704,0.0,0.97,0.03,0.0,0.53,0.47,0.03
2999,"loantype,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1947,0.0,0.97,0.03,0.0,0.41,0.59,0.03
3000,"loantype,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",23855,0.0,0.97,0.03,0.0,0.5,0.5,0.03
3003,"EMI,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",14380,0.0,0.97,0.03,0.0,0.53,0.47,0.03
3007,"loantype,InsuranceRate/3.csv",4198,0.0,0.97,0.03,0.0,0.45,0.55,0.03
3008,"loantype,InsuranceRate/2.csv",8383,0.0,0.97,0.03,0.0,0.5,0.5,0.03
3009,"loantype,InsuranceRate/4.csv",963,0.0,0.97,0.03,0.0,0.44,0.56,0.03
3010,"loantype,InsuranceRate/1.csv",11299,0.0,0.97,0.03,0.0,0.45,0.55,0.03
